TIME,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,A,B,B,B,B,A,A,A
0.125,4.66,6.38,5.63,===,===,2.45,===,===
0.250,7.22,4.92,3.91,7.75,===,2.36,2.76,===
0.375,13.95,10.72,13.81,13.59,17.13,16.11,9.52,7.44
0.500,11.25,8.02,19.65,21.82,18.59,21.11,22.70,9.04
0.625,6.69,7.44,9.30,23.23,26.77,7.84,27.48,15.23
0.750,35.48,36.24,10.27,11.65,24.07,22.97,18.41,14.92
0.875,8.95,15.58,9.08,26.33,23.99,30.93,15.27,17.26
1.000,58.97,25.84,8.64,35.13,15.76,30.40,21.33,12.04
1.125,7.97,8.20,9.52,25.98,18.55,21.46,27.04,9.26
1.250,24.65,7.89,9.70,11.82,18.94,12.71,18.01,7.05
1.375,17.40,13.41,15.58,9.48,21.15,10.14,9.35,8.15
1.500,8.15,7.00,12.71,15.63,12.09,8.24,14.12,9.04
1.625,4.17,9.52,7.89,14.21,10.10,4.61,7.80,8.37
1.750,13.55,10.81,7.13,13.28,6.38,5.90,6.38,5.90
1.875,3.73,9.43,4.88,12.57,9.35,3.24,9.79,3.60
2.000,10.58,4.61,5.19,9.70,10.05,2.40,7.00,3.29
2.125,14.21,6.78,2.45,4.52,13.15,2.36,6.25,5.85
2.250,5.72,7.22,3.51,4.79,15.58,3.11,9.96,8.42
2.375,17.53,7.62,5.14,9.12,20.27,3.07,11.82,12.62
2.500,5.06,5.28,5.67,11.38,22.97,3.77,11.60,13.86
2.625,13.06,5.72,7.49,5.98,22.13,4.39,6.96,14.70
2.750,4.92,5.98,6.25,7.53,22.66,3.33,6.25,18.32
2.875,11.73,6.16,6.96,15.32,21.11,4.57,16.38,19.43
3.000,6.03,5.50,7.93,17.13,25.89,8.99,17.17,22.13
3.125,8.06,4.13,3.82,16.95,31.68,8.28,9.74,21.46
3.250,6.38,4.88,9.04,14.48,32.30,6.47,12.22,18.99
3.375,5.10,2.71,14.39,10.89,30.04,7.27,19.30,16.91
3.500,10.76,7.75,13.11,6.29,20.98,8.11,12.57,14.39
3.625,4.83,8.24,8.59,4.04,13.64,11.47,3.77,13.95
3.750,15.98,5.76,5.28,5.01,9.92,13.99,6.03,12.49
3.875,1.74,8.33,1.78,4.35,7.97,10.01,8.68,12.49
