TIME,PIP BETA R,PIP ALPHA R,PIP THETA R,PIP DELTA R,PIP BETA L,PIP ALPHA L,PIP THETA L,PIP DELTA L,BETA L,BETA R,ALPHA R,THETA R,DELTA R,ALPHA L,THETA L,DELTA L
sec.,B,B,B,B,A,A,A,A,A,B,B,B,B,A,A,A
0.125,===,===,===,===,===,===,===,===,1.07,6.43,2.76,===,===,0.81,===,===
0.250,===,===,===,===,===,===,===,===,1.03,2.27,2.93,1.38,===,1.12,1.30,===
0.375,===,===,===,===,===,===,===,===,2.80,3.07,2.27,2.14,7.18,2.36,2.76,2.22
0.500,===,===,===,===,===,===,===,===,1.92,1.30,3.82,2.80,7.36,3.73,4.17,3.37
0.625,===,===,===,===,===,===,===,===,3.82,2.58,1.74,5.94,8.95,2.62,5.90,5.06
0.750,===,===,===,===,===,===,===,===,1.21,1.21,4.13,7.05,11.11,3.82,5.50,6.03
0.875,===,===,===,===,===,===,===,===,3.29,1.74,5.76,5.63,11.11,4.75,4.13,6.60
1.000,===,===,===,===,===,===,===,===,2.22,2.22,3.29,4.70,10.58,3.07,4.83,6.25
1.125,===,===,===,===,===,===,===,===,1.12,2.89,2.36,2.62,8.81,2.00,4.17,6.52
1.250,===,===,===,===,===,===,===,===,5.28,3.73,3.91,2.18,7.93,4.22,3.24,5.94
1.375,===,===,===,===,===,===,===,===,3.73,2.31,2.31,5.59,7.71,3.77,4.75,5.01
1.500,===,===,===,===,===,===,===,===,3.91,2.00,1.83,6.82,5.63,2.71,5.14,2.89
1.625,===,===,===,===,===,===,===,===,5.45,1.96,4.66,4.83,7.09,4.52,3.29,3.91
1.750,===,===,===,===,===,===,===,===,4.22,1.38,4.22,2.93,6.43,5.37,2.89,4.48
1.875,===,===,===,===,===,===,===,===,3.15,1.61,1.92,2.09,7.58,5.50,4.08,6.25
2.000,===,===,===,===,===,===,===,===,2.76,2.45,2.89,3.24,6.43,4.92,6.29,5.67
2.125,===,===,===,===,===,===,===,===,4.66,1.87,6.21,9.79,7.89,7.71,14.39,8.59
2.250,===,===,===,===,===,===,===,===,4.26,3.64,7.80,17.57,14.74,9.61,25.71,18.55
2.375,===,===,===,===,===,===,===,===,6.21,3.86,4.97,15.54,19.56,8.64,26.46,24.60
2.500,===,===,===,===,===,===,===,===,6.03,4.57,1.96,9.30,21.82,5.81,18.46,28.67
2.625,===,===,===,===,===,===,===,===,9.30,3.86,4.04,10.01,17.79,3.46,8.20,22.88
2.750,===,===,===,===,===,===,===,===,7.05,3.20,5.10,9.35,12.57,7.18,3.42,16.29
2.875,===,===,===,===,===,===,===,===,4.66,3.99,5.23,8.99,9.66,7.71,3.20,9.66
3.000,===,===,===,===,===,===,===,===,6.47,2.36,4.52,11.34,8.77,4.83,1.83,5.01
3.125,===,===,===,===,===,===,===,===,3.55,3.02,3.77,13.64,13.28,1.56,4.04,6.38
3.250,===,===,===,===,===,===,===,===,3.91,3.20,4.61,11.16,14.43,2.40,5.23,7.93
3.375,===,===,===,===,===,===,===,===,4.57,2.40,4.44,7.93,14.87,2.62,4.57,8.77
3.500,===,===,===,===,===,===,===,===,5.59,2.00,3.37,4.13,11.87,3.46,3.99,9.88
3.625,===,===,===,===,===,===,===,===,2.45,3.07,2.62,3.33,10.58,4.88,5.19,8.86
3.750,===,===,===,===,===,===,===,===,6.12,3.15,1.92,6.52,13.77,5.10,6.96,11.20
3.875,===,===,===,===,===,===,===,===,4.97,2.89,3.73,8.77,20.18,6.52,10.05,16.51
4.000,===,===,===,===,===,===,===,===,10.19,9.39,8.11,18.90,27.26,8.68,20.62,22.79
4.125,2.64,11.61,32.39,58.14,14.43,14.43,31.53,56.76,5.28,3.91,7.89,24.07,33.36,7.67,26.15,29.34
4.250,2.71,12.08,34.51,60.88,14.90,14.90,33.65,59.80,5.85,3.51,2.58,16.78,35.44,3.86,16.38,33.32
4.375,2.78,12.47,36.24,63.24,14.98,14.98,34.75,62.25,5.85,3.51,4.70,8.46,30.75,2.40,4.70,30.09
4.500,2.82,12.94,37.02,64.61,15.29,15.29,35.29,64.61,2.84,2.53,6.25,5.94,26.77,6.60,1.96,29.43
4.625,2.85,13.41,37.49,66.27,16.00,16.00,35.92,67.16,5.98,4.52,8.86,3.24,19.21,11.07,5.98,21.55
4.750,3.03,14.20,38.35,68.82,17.10,17.10,37.25,69.90,4.88,5.50,10.63,6.34,16.38,12.09,5.72,18.28
4.875,3.39,15.29,40.24,71.47,18.12,18.12,38.75,72.75,5.06,13.59,5.28,5.90,12.31,7.40,2.98,12.53
5.000,4.35,17.96,43.45,74.41,19.76,19.76,41.10,75.69,5.54,4.88,15.85,16.02,10.94,11.16,8.46,14.52
5.125,5.88,21.18,46.12,76.37,22.27,22.27,43.37,77.75,8.55,27.70,33.01,38.49,16.95,24.83,23.76,23.28
5.250,7.59,24.47,48.24,77.45,24.86,24.86,44.31,78.14,22.53,5.28,34.03,49.28,29.29,26.33,29.34,39.16
5.375,8.84,27.06,49.80,77.45,27.06,27.06,44.47,77.84,11.56,12.71,18.37,36.99,33.94,12.40,21.69,40.31
5.500,9.52,28.71,51.06,76.76,28.55,28.55,44.31,77.55,7.00,4.70,13.59,19.21,35.22,10.89,19.92,38.27
