"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.65,13.99,7.49,===,===,1.12,===,===
0.250,2.67,4.26,4.39,5.19,===,1.74,2.22,===
0.375,4.57,10.14,4.92,2.40,4.08,4.04,3.82,5.50
0.500,4.61,5.14,6.34,2.89,6.07,3.86,3.86,10.50
0.625,5.63,9.26,5.81,3.33,6.25,3.55,4.17,12.40
0.750,6.43,12.57,3.64,1.87,5.72,4.70,6.21,13.15
0.875,8.06,7.67,2.49,3.42,5.32,3.60,8.11,9.88
1.000,8.02,7.31,3.20,3.55,6.78,4.88,7.80,6.96
1.125,7.89,7.93,4.17,1.83,7.40,9.66,4.22,4.57
1.250,3.86,6.25,8.51,4.13,7.40,12.04,5.41,2.53
1.375,12.97,10.76,11.38,6.78,5.32,11.60,6.03,2.00
1.500,7.13,3.82,9.74,9.43,3.91,8.37,4.08,1.52
1.625,1.61,5.28,6.82,9.83,4.22,5.54,3.77,1.96
1.750,3.33,7.67,4.17,8.11,6.03,5.94,5.90,2.05
1.875,5.01,8.42,6.78,8.06,8.06,6.34,5.37,3.91
2.000,7.00,7.75,8.90,6.38,10.14,5.23,3.99,7.18
2.125,8.64,5.98,8.33,5.94,12.71,3.86,4.66,12.00
2.250,6.74,9.57,5.23,2.89,18.68,4.04,3.51,18.99
2.375,10.76,10.32,4.61,3.91,21.11,4.17,9.17,20.54
2.500,9.96,8.77,8.20,10.81,22.70,8.64,20.67,21.33
2.625,15.80,20.09,9.96,12.53,24.43,10.98,20.62,18.06
2.750,12.35,19.56,10.54,15.94,29.07,6.43,22.00,16.78
2.875,26.29,31.28,30.22,16.29,27.17,7.49,37.52,16.07
3.000,27.70,37.43,38.54,11.47,22.70,8.59,39.02,18.41
3.125,13.68,14.87,24.12,9.83,14.61,3.95,19.92,29.16
3.250,11.25,16.51,8.42,8.02,11.91,5.32,7.97,32.65
3.375,11.20,10.41,8.95,4.75,8.15,4.83,12.09,29.65
3.500,10.32,22.26,2.76,5.45,6.74,4.04,4.52,18.55
3.625,11.11,16.11,6.07,9.48,8.15,6.34,11.38,15.18
3.750,11.60,21.42,12.44,18.28,16.73,14.83,19.16,23.01
3.875,5.32,9.26,9.66,20.89,19.52,10.05,19.70,25.67
4.000,4.26,7.58,3.82,13.72,22.22,4.44,15.80,25.44
4.125,6.03,7.80,9.35,11.11,13.55,11.42,12.84,15.63
4.250,4.75,3.82,8.95,9.35,10.63,10.27,9.83,8.99
4.375,6.21,5.81,4.79,5.63,7.36,6.12,7.75,4.83
4.500,3.42,9.70,2.14,4.92,9.08,4.61,5.85,4.26
4.625,3.20,7.27,1.87,11.42,7.40,6.07,9.88,5.85
4.750,12.35,10.58,2.93,18.59,7.62,5.81,14.92,7.27
4.875,3.95,9.39,3.86,26.33,7.84,3.29,17.79,9.52
5.000,4.52,7.09,12.35,27.08,13.55,9.08,19.74,11.07
5.125,9.74,3.86,21.38,23.01,18.46,23.94,21.38,12.44
5.250,26.55,21.60,30.13,39.29,23.72,40.66,15.94,19.43
5.375,22.70,23.68,31.55,46.06,27.97,39.55,9.74,23.54
5.500,7.05,6.82,22.79,34.91,43.00,21.73,18.94,35.53
5.625,9.70,12.09,9.66,17.48,45.52,8.51,18.06,31.64
5.750,2.80,4.13,7.58,4.57,50.35,8.37,8.24,34.20
5.875,10.10,7.18,2.71,4.83,33.45,3.64,5.90,25.44
6.000,3.33,6.74,4.75,5.28,28.98,5.06,7.49,23.90
6.125,4.48,8.37,9.61,3.46,16.91,7.36,5.32,16.38
6.250,6.12,3.24,12.71,4.08,15.41,8.68,5.54,14.08
6.375,7.93,4.26,16.60,9.92,12.22,13.50,6.29,10.23
6.500,8.11,7.53,9.39,20.71,20.31,10.10,18.50,16.20
6.625,17.13,11.34,19.61,31.19,24.07,17.13,36.46,17.53
6.750,9.74,22.35,28.45,34.87,29.69,28.67,48.58,22.84
6.875,4.30,8.64,20.71,27.17,30.22,22.22,39.42,15.76
7.000,6.69,9.17,9.66,16.82,23.90,13.72,25.05,13.28
7.125,7.84,10.05,12.75,8.42,19.25,18.41,12.40,19.92
7.250,3.46,2.89,15.41,7.89,13.86,16.73,10.14,27.74
