ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
3.64,2.09,2.93,6.03,7.44,8.51,5.98,5.98
3.73,3.42,3.37,4.13,10.72,9.88,11.42,9.43
4.3,5.5,1.96,2.58,14.12,11.60,13.95,10.89
3.07,3.91,2.27,4.75,15.05,8.86,10.67,10.23
1.83,1.92,2.53,3.02,12.40,7.13,5.50,11.60
4.97,4.04,3.68,5.94,10.94,8.77,4.97,15.05
6.47,5.94,6.69,2.98,7.67,8.46,4.83,12.71
7.71,10.89,6.21,7.71,8.28,7.58,4.57,12.84
5.54,9.83,15.32,8.28,9.21,9.83,5.63,18.85
10.54,9.96,4.79,9.04,8.55,14.39,16.55,27.30
22.92,29.25,26.42,22.04,16.16,24.60,37.03,42.07
23.06,29.07,6.69,14.17,22.04,33.10,47.69,43.76
14.12,14.17,6.34,8.55,30.35,36.72,35.71,25.67
9.08,5.85,6.25,7.93,32.43,40.44,16.73,8.24
7.31,5.19,8.55,4.66,33.85,32.17,10.14,3.37
7.22,9.74,9.79,7.31,29.96,25.49,7.22,4.97
7.53,11.82,4.92,7.71,23.28,16.33,2.36,8.51
5.06,6.82,3.33,9.12,15.32,13.64,4.22,17.53
5.5,7.62,2.27,6.29,12.09,20.80,6.82,24.38
6.65,13.55,3.77,7.58,10.32,24.83,5.32,15.49
5.45,10.63,8.46,10.19,8.73,23.59,3.20,4.57
3.95,3.51,3.6,3.37,10.98,21.51,5.23,5.67
2.98,4.83,7.31,5.98,13.64,17.66,8.59,11.69
5.5,3.42,11.51,7.31,18.94,24.03,16.86,19.52
20.98,8.06,23.23,16.47,30.31,31.77,30.00,34.11
31.5,14.74,19.87,24.34,34.91,40.26,32.92,41.46
19.83,13.41,15.49,1.96,48.00,55.56,24.91,31.64
3.91,9.88,12.62,8.46,38.40,49.24,13.41,15.10
6.34,5.28,6.34,5.54,34.25,45.04,4.30,3.64
3.86,3.2,9.96,3.11,16.38,23.63,6.16,5.59
4.57,6.78,8.33,7.89,8.73,15.18,4.52,9.12
9.26,11.25,1.34,3.2,4.61,7.80,1.78,9.21
13.9,15.05,3.02,8.15,3.82,5.37,2.49,6.34
12.88,15.63,2.89,4.66,4.92,6.69,5.50,13.41
8.2,11.65,5.45,9.21,5.85,7.67,6.16,16.20
3.77,4.57,5.59,7.67,7.75,10.81,4.44,10.85
7.71,3.6,11.25,10.89,7.67,9.61,6.47,8.77
9.57,6.52,4.79,4.7,6.12,8.81,7.80,9.48
6.78,6.21,9.61,9.66,4.35,5.98,6.29,8.02
3.51,6.47,7.18,5.81,3.46,4.66,7.27,7.36
3.29,5.9,12.8,10.67,4.52,5.94,14.30,12.04
10.89,12.71,6.12,8.59,5.81,5.50,26.11,24.16
10.36,17.93,7.8,9.74,9.04,8.28,32.96,30.40
10.98,19.65,13.55,16.51,22.48,18.81,38.93,34.33
16.25,18.55,15.18,21.95,32.70,30.75,41.63,40.84
11.73,10.41,12.18,10.72,48.27,44.86,22.48,28.85
5.94,6.34,9.92,10.14,48.36,48.71,8.86,12.31
5.06,9.7,6.34,10.85,40.08,40.97,3.86,3.77
3.51,6.65,6.87,2.0,27.97,28.36,3.77,7.00
4.08,3.37,4.08,2.53,12.44,11.07,4.44,9.70
6.43,4.22,7.84,7.53,8.51,5.85,3.95,9.17
7.13,6.74,2.18,3.55,4.08,3.46,2.76,2.98
6.65,6.21,10.72,9.61,4.88,4.61,8.51,6.74
4.04,3.77,3.82,6.91,6.47,6.25,13.59,11.60
1.87,1.25,12.18,13.02,11.65,11.03,12.22,9.48
4.83,4.57,6.43,6.6,13.72,13.37,6.07,3.51
7.49,8.02,16.55,14.7,14.70,13.99,3.29,1.25
10.81,11.47,11.73,14.03,9.61,10.85,2.14,5.81
9.88,9.7,9.35,7.89,6.21,7.93,3.73,10.10
5.63,4.75,2.05,4.66,5.19,5.76,4.83,8.20
3.11,3.07,1.16,3.33,6.38,5.59,3.11,6.21
5.5,7.4,4.97,3.82,7.36,6.96,2.62,8.46
10.19,10.89,3.46,4.83,8.11,9.35,2.80,4.97
10.5,8.28,9.26,5.1,10.50,14.03,6.07,7.75
7.53,4.75,7.53,6.07,11.38,14.43,9.48,12.13
6.69,6.91,6.12,5.23,12.93,15.80,6.56,7.36
8.06,7.44,7.31,7.49,11.91,10.01,4.70,7.09
9.26,9.12,10.36,5.45,10.19,7.49,17.26,17.00
12.44,16.16,25.71,24.52,11.25,5.98,34.91,29.78
19.47,23.19,23.37,16.25,16.38,14.61,41.59,42.43
15.23,21.07,13.5,8.73,35.09,29.96,34.16,35.75
5.63,11.78,17.26,7.36,38.01,37.17,16.86,17.84
10.54,10.94,7.84,8.33,38.80,37.83,6.56,9.08
9.57,10.76,7.67,3.55,19.12,23.45,5.41,6.87
5.67,6.6,6.16,4.52,13.33,14.39,6.56,9.30
2.8,1.61,9.92,6.38,8.24,6.43,9.17,11.34
5.76,4.79,6.82,8.81,11.03,4.97,5.98,7.84
6.38,6.6,2.58,5.01,10.63,5.67,3.29,5.94
10.45,10.45,3.86,6.21,11.03,8.02,6.87,10.36
13.24,14.08,6.12,6.47,9.35,7.13,6.82,8.73
9.12,10.36,5.37,2.76,8.77,6.65,4.92,3.24
4.97,3.68,5.9,4.7,4.97,4.04,4.30,4.04
8.02,7.58,5.28,6.69,4.92,3.55,2.09,4.83
6.38,6.56,3.86,3.37,3.77,3.99,3.15,9.35
3.64,4.57,9.66,6.43,3.91,3.37,5.45,12.26
3.24,2.22,5.23,3.73,3.11,3.86,6.29,11.73
3.86,1.3,4.52,3.24,3.51,3.33,6.65,11.38
3.07,2.93,5.98,2.67,4.97,4.52,7.97,13.06
5.85,8.73,4.35,3.37,7.09,5.45,9.92,14.87
7.27,10.58,13.37,10.1,6.16,5.23,12.44,14.52
4.13,6.03,5.94,8.02,5.90,5.06,14.08,13.77
4.97,3.73,17.13,12.93,9.35,7.05,8.90,7.80
9.88,7.0,14.03,10.01,12.93,9.96,17.84,15.76
8.99,10.72,32.12,25.71,20.71,13.50,44.29,35.04
5.63,17.75,23.5,17.93,24.38,21.07,55.25,47.29
6.78,15.36,11.82,12.71,41.19,35.13,40.08,37.61
4.57,5.9,12.84,4.97,41.41,40.62,18.55,19.47
6.34,3.91,4.79,5.9,42.65,41.46,6.82,9.04
3.11,4.04,8.28,8.81,24.12,25.89,3.20,2.45
7.31,6.91,6.91,7.8,15.63,20.18,5.10,3.20
7.8,6.43,8.73,10.81,5.23,11.07,5.59,3.51
4.61,5.28,7.62,8.42,3.37,10.05,7.40,5.32
0.85,4.66,8.2,7.27,2.45,8.81,6.34,6.74
1.69,2.76,3.55,2.49,3.15,7.09,4.88,7.44
4.22,3.07,4.92,4.79,3.46,6.21,6.07,9.12
7.27,6.07,5.76,7.36,3.60,3.60,5.59,7.13
6.52,5.5,6.21,7.58,3.29,2.76,4.22,4.57
5.63,3.73,3.68,3.99,2.40,1.87,3.86,3.68
5.63,3.6,11.73,4.17,2.62,3.11,2.89,3.11
8.42,7.53,5.06,7.84,3.02,4.13,4.70,5.01
12.84,11.96,9.96,8.99,5.23,6.34,5.28,6.21
15.41,15.71,8.2,14.39,5.41,6.56,3.42,4.04
16.25,16.78,3.29,1.65,5.94,6.12,3.51,3.82
