ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
3.64,3.24,4.79,7.97,2.53,15.10,2.84,11.87
3.46,4.44,10.58,7.44,2.67,18.90,7.31,17.66
3.07,4.61,9.79,6.96,6.43,12.80,11.34,17.79
2.58,4.08,5.19,7.4,10.89,12.80,12.66,21.20
5.01,6.38,11.51,10.14,19.30,15.10,13.72,20.76
8.33,3.68,5.41,7.58,25.00,28.01,10.23,10.85
9.61,5.32,5.14,8.28,22.08,31.86,14.79,17.04
6.12,7.0,2.98,5.28,17.26,30.49,20.05,19.74
3.42,5.28,4.3,4.08,11.69,22.39,13.41,7.93
6.78,8.51,3.55,6.07,11.07,18.77,20.05,16.60
5.59,7.8,6.43,4.83,12.13,16.78,21.07,17.04
4.3,5.1,10.36,6.21,16.20,20.62,14.65,10.81
4.08,3.82,7.09,7.31,21.60,23.90,11.65,11.69
2.45,4.48,3.73,2.22,24.34,28.10,7.40,8.02
3.42,6.29,4.08,5.37,18.55,24.60,9.79,15.05
5.81,6.12,7.58,9.96,14.43,21.55,12.75,20.49
4.13,2.62,7.05,10.32,9.92,15.14,12.31,19.83
2.53,6.12,8.02,2.84,9.35,12.26,10.32,14.43
6.43,9.52,14.08,11.56,7.89,10.14,5.19,4.83
6.91,7.18,11.96,6.96,6.47,15.54,5.01,7.36
3.46,5.76,12.62,9.43,3.82,16.86,4.61,8.90
3.33,7.62,9.43,9.88,4.04,16.82,6.38,7.22
4.35,6.47,2.14,5.5,3.99,12.26,10.19,8.33
3.15,5.01,10.5,12.66,5.23,9.26,15.89,8.28
4.83,7.44,8.28,9.61,4.39,8.55,22.48,9.35
5.23,6.6,5.32,9.79,3.95,8.81,16.51,11.69
2.22,1.65,5.32,8.59,3.91,6.12,7.53,12.13
3.68,3.15,5.81,2.45,4.57,4.26,4.13,4.92
3.6,6.47,2.45,6.56,5.76,2.89,6.03,7.05
3.95,4.61,5.67,7.53,5.37,3.46,8.33,7.44
6.69,4.44,10.72,8.68,5.41,4.22,12.31,3.91
11.16,8.68,9.08,5.81,6.82,5.67,11.73,5.63
11.87,8.95,7.36,8.02,6.82,6.65,11.20,12.00
10.23,10.98,5.54,5.76,6.91,8.68,14.43,16.86
9.35,12.71,9.79,10.58,6.82,10.41,21.15,19.30
8.37,8.95,3.86,6.6,14.87,22.26,20.40,17.48
3.86,3.82,11.34,10.63,22.57,31.11,12.62,11.56
2.8,8.46,6.78,5.76,28.85,42.69,5.54,5.14
7.13,9.26,3.64,11.38,34.91,50.21,2.76,5.81
5.28,10.1,2.67,19.56,32.92,45.83,4.17,11.16
2.18,9.17,2.8,14.61,28.59,45.39,4.44,17.44
5.01,5.23,3.77,10.45,16.33,28.76,7.84,12.09
8.24,7.22,12.84,15.45,11.51,31.86,11.07,13.41
10.41,9.3,5.28,4.48,11.60,21.60,11.51,13.64
9.61,8.2,13.77,10.23,13.50,22.70,6.38,6.69
5.28,8.59,4.13,2.27,13.19,11.91,8.59,6.65
2.05,8.77,10.76,4.66,15.01,9.74,11.16,9.17
2.31,7.84,6.21,4.48,15.10,7.44,7.36,9.30
3.68,13.19,3.37,4.26,14.08,12.62,6.07,10.32
4.48,16.51,3.2,4.17,10.81,19.30,5.90,11.34
4.39,11.6,2.84,5.28,8.02,19.56,4.79,11.65
2.67,6.69,1.69,3.82,6.65,18.37,4.66,15.14
1.61,7.84,1.65,6.52,4.88,15.58,2.27,11.56
2.14,2.84,1.56,4.13,3.51,19.78,2.62,7.31
1.96,8.02,2.58,5.32,3.55,22.48,1.52,7.31
3.42,11.07,3.68,4.75,3.42,25.44,2.49,9.88
2.71,4.79,2.27,3.37,5.50,18.55,2.71,7.67
4.79,5.76,4.61,3.11,6.91,13.95,5.94,4.39
5.63,9.83,10.67,11.38,9.79,6.16,7.36,11.69
5.9,5.72,7.49,5.67,14.56,9.57,5.50,16.38
7.27,8.86,4.44,4.88,16.60,14.61,9.30,16.47
8.55,11.69,10.01,6.07,16.78,18.77,15.71,18.55
9.35,7.84,10.45,8.37,13.81,18.81,16.07,22.75
8.24,3.77,6.56,6.12,14.79,16.55,9.43,20.71
5.98,10.5,7.31,2.45,15.27,16.64,3.73,12.53
6.43,12.71,3.15,3.02,15.76,13.99,4.39,7.40
9.79,11.69,2.8,2.36,17.22,12.40,7.84,7.89
6.12,9.61,3.73,8.37,15.80,8.33,13.59,15.32
5.98,9.26,7.62,3.6,15.45,7.00,16.16,12.35
11.42,8.9,6.47,13.37,10.01,6.96,13.46,10.14
12.4,9.39,6.82,8.15,7.58,10.50,7.40,12.62
10.89,8.68,1.96,3.51,5.14,20.14,4.04,10.54
11.16,6.43,7.09,4.04,3.86,21.20,8.42,12.09
8.99,2.49,6.38,7.18,4.08,21.42,17.75,12.75
9.61,5.01,6.03,5.1,3.77,11.91,20.18,11.20
9.7,5.45,8.02,7.09,6.69,11.38,13.77,8.95
6.52,6.43,1.92,6.03,7.31,8.11,12.75,11.96
2.31,3.55,5.9,6.74,10.89,7.80,19.74,15.14
1.87,2.31,6.12,9.3,10.81,6.29,31.42,23.76
4.52,7.97,4.52,14.92,15.85,8.37,38.54,27.83
9.43,13.41,8.77,8.51,24.43,13.24,33.05,17.22
9.7,12.0,6.65,9.83,30.27,21.33,16.42,12.88
8.11,4.92,9.21,11.51,37.83,33.41,3.91,17.00
3.68,5.9,8.42,7.44,37.03,38.27,3.11,15.49
5.19,10.27,6.29,11.91,33.01,36.15,6.38,9.26
6.25,9.57,8.55,4.13,25.93,28.67,11.07,7.71
5.28,7.49,8.37,5.37,15.49,20.00,15.89,8.59
3.07,5.98,7.67,6.96,12.66,12.88,11.78,5.54
4.75,6.38,11.65,13.95,10.41,6.29,7.75,5.59
5.94,5.1,5.1,6.25,8.55,9.17,10.72,15.85
6.87,4.75,4.44,6.43,7.22,18.85,25.80,35.53
5.72,2.53,5.94,8.37,12.09,27.52,32.34,42.65
3.2,4.44,5.37,6.87,19.47,32.92,26.29,33.85
2.58,4.75,4.22,12.93,26.51,35.84,20.67,24.12
3.02,3.73,6.65,6.12,28.76,42.30,17.35,19.52
1.87,5.45,9.43,5.72,24.43,40.57,17.35,16.29
5.32,9.12,6.03,4.7,18.77,33.89,15.76,13.86
9.52,12.53,7.0,6.74,8.68,19.21,15.89,17.00
7.53,10.63,4.3,4.13,7.22,12.71,13.55,17.70
3.86,6.65,7.71,5.06,7.84,11.38,8.77,13.90
5.63,4.22,2.98,4.44,10.01,14.30,9.43,8.24
6.69,3.24,8.33,5.63,8.42,14.70,9.96,3.82
10.54,9.04,9.48,3.82,8.02,14.21,9.21,9.66
11.25,9.92,13.24,9.92,8.81,12.40,13.95,19.96
7.93,6.74,6.16,6.56,12.35,13.86,18.94,20.62
6.47,6.16,10.58,12.31,19.92,23.68,16.29,13.19
5.98,6.38,6.21,4.13,25.14,36.15,12.49,7.05
5.63,8.42,4.44,5.63,25.27,41.23,12.62,12.97
8.73,10.76,5.28,3.64,20.67,43.76,14.96,13.02
7.27,8.99,7.49,6.16,12.71,33.10,20.18,11.16
8.28,8.46,3.73,1.78,10.05,32.61,32.83,22.44
10.23,6.96,13.59,12.26,10.54,26.86,34.60,30.04
12.4,3.51,15.67,10.98,13.68,26.73,20.27,25.31
14.87,5.59,11.56,7.84,15.49,25.53,8.11,20.45
13.15,10.23,6.21,3.6,14.56,19.83,5.45,13.55
9.04,8.64,12.84,4.39,10.85,17.62,13.28,6.03
10.45,8.99,5.1,10.89,8.90,15.32,17.70,4.92
10.81,10.45,8.42,5.45,6.34,13.86,18.50,11.69
7.97,8.9,5.76,7.18,6.91,13.95,10.67,13.64
2.58,3.24,9.39,9.17,7.80,13.86,6.43,13.15
7.62,6.34,8.37,8.95,16.16,22.88,13.77,7.36
16.02,16.38,10.81,4.92,18.94,25.84,27.74,16.91
21.2,22.35,26.11,29.34,29.60,34.78,50.92,35.22
20.09,21.07,23.37,15.49,27.97,30.53,51.45,36.55
13.81,15.27,7.93,8.46,39.60,39.24,33.67,24.91
8.95,11.6,3.86,5.76,35.48,37.17,14.65,19.65
11.73,4.79,7.84,6.52,31.37,33.80,8.95,16.91
7.22,4.83,4.83,4.22,17.97,22.00,16.07,11.38
5.72,10.89,6.29,3.51,9.30,11.47,16.82,4.83
4.79,9.48,4.13,5.45,8.11,8.46,14.03,8.42
2.71,5.72,2.36,2.45,11.96,8.42,10.41,14.56
2.53,4.26,10.63,7.05,14.08,8.20,8.86,13.33
2.71,4.52,3.46,4.57,20.62,10.27,9.66,8.77
4.83,7.89,5.54,2.45,20.80,10.54,6.65,6.25
5.28,6.52,10.54,2.05,23.28,13.86,7.13,5.94
3.6,1.83,7.0,5.23,21.07,16.20,8.86,9.30
10.05,5.28,5.19,4.75,20.18,26.02,6.74,8.20
10.89,14.74,7.49,13.24,15.76,26.15,9.61,14.17
10.45,17.31,5.54,8.59,13.64,31.90,12.88,29.91
5.72,19.92,2.89,21.46,11.65,30.40,7.71,47.21
4.26,24.43,3.51,8.24,18.10,34.29,10.23,37.39
10.1,18.46,5.06,9.57,21.38,36.28,18.37,10.45
9.52,8.24,5.23,3.73,20.80,35.88,14.74,16.20
6.82,3.24,4.13,4.04,17.17,30.97,6.25,15.49
7.58,3.99,2.98,2.18,13.50,24.25,4.92,7.71
