ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
5.23,4.44,3.24,12.0,6.38,12.93,6.34,14.34
6.96,6.6,5.54,7.27,11.69,12.53,8.33,3.91
5.9,5.72,11.87,9.35,15.10,11.25,5.28,3.24
3.11,2.67,12.88,11.96,26.06,15.01,3.20,2.00
8.11,3.51,6.87,5.23,27.66,15.94,9.26,3.02
8.68,5.45,12.04,9.48,36.50,25.09,13.06,6.38
5.45,4.57,3.91,3.37,27.79,21.42,11.38,6.60
2.84,2.98,5.32,4.61,26.73,27.04,6.69,4.13
1.96,3.91,2.62,6.29,15.58,17.70,4.22,3.07
1.96,5.37,5.37,6.47,11.96,15.67,2.84,4.83
2.8,8.51,2.71,11.16,5.76,10.98,2.98,8.02
5.1,10.81,6.12,10.5,5.81,11.03,3.55,6.78
5.94,9.83,7.58,12.71,7.18,10.81,4.35,3.68
5.63,7.97,7.36,5.72,7.58,6.43,5.94,9.39
3.91,8.02,3.64,6.87,9.61,5.85,6.21,8.42
1.83,6.03,15.45,12.0,9.83,5.01,7.27,5.50
4.48,3.29,21.33,15.94,11.56,5.06,8.28,6.52
5.94,3.42,12.09,10.05,10.58,4.26,5.67,9.61
4.35,3.42,12.84,14.48,11.65,4.26,2.00,11.07
5.59,7.13,5.14,8.46,11.69,11.91,4.70,14.83
5.37,7.75,17.26,21.77,12.57,16.69,18.77,25.22
10.19,18.9,10.32,6.34,13.77,25.71,38.40,37.78
12.8,25.98,12.84,41.06,23.32,21.29,52.25,46.98
14.03,18.1,12.57,13.46,28.23,22.97,43.62,36.94
10.5,8.86,6.6,8.77,32.52,14.92,15.45,9.74
5.67,6.29,7.31,5.01,26.64,11.65,7.36,5.98
2.05,5.28,4.61,7.71,18.10,7.40,4.61,7.00
2.22,4.7,1.83,6.12,10.41,7.09,4.22,3.55
4.97,1.69,6.52,4.61,5.63,8.95,5.63,7.49
7.09,2.14,9.96,13.28,7.09,6.74,6.65,9.04
6.56,2.93,10.63,9.12,6.56,7.27,10.45,9.61
3.24,1.61,6.34,8.42,5.45,5.14,9.04,8.51
2.67,4.88,10.67,7.13,5.90,8.20,7.71,5.76
3.15,6.25,5.28,8.11,7.09,9.48,8.20,6.78
3.15,9.83,12.04,10.14,7.93,14.83,6.38,7.36
6.29,11.38,5.9,4.66,6.34,17.97,4.66,8.90
10.85,7.53,11.34,14.21,8.33,16.33,5.19,7.71
11.6,6.65,8.59,13.37,8.46,14.03,6.47,6.29
7.13,5.1,8.81,7.36,8.55,7.93,6.74,5.01
1.96,2.45,8.33,14.96,5.23,7.93,6.69,8.15
2.58,1.56,11.87,8.2,7.13,7.71,4.52,5.23
13.41,2.49,9.12,7.53,8.95,12.62,9.57,9.17
35.04,15.32,22.61,16.64,12.26,17.35,23.72,15.05
57.42,37.52,25.0,13.28,14.56,26.33,38.01,29.87
65.78,52.25,18.94,14.7,22.04,34.38,45.57,40.04
41.01,38.8,10.36,8.99,27.44,36.06,43.62,40.84
13.95,14.34,4.75,6.56,30.04,31.77,25.84,30.58
12.35,7.97,5.1,5.45,28.36,21.24,11.25,12.84
