ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.62,1.74,7.13,7.8,2.71,24.07,5.94,14.52
11.34,10.14,12.93,4.3,3.11,18.41,10.58,20.14
22.61,27.74,4.08,4.57,3.02,19.78,12.04,20.49
24.16,32.88,5.98,5.45,3.73,20.89,10.76,19.96
21.29,26.24,9.92,13.64,4.13,18.50,11.11,20.85
19.87,16.55,8.59,7.36,7.09,15.36,14.56,18.06
15.14,9.7,5.76,3.95,9.21,12.18,11.47,9.43
14.83,12.04,3.82,8.55,17.31,13.28,5.59,5.50
11.56,17.66,4.75,2.31,24.52,23.63,6.47,13.86
7.13,20.67,12.4,3.11,25.44,24.83,19.03,35.09
8.9,23.23,6.38,11.38,19.61,26.55,26.20,37.56
10.85,25.62,5.41,4.79,12.93,14.56,22.57,20.62
20.4,25.75,11.03,11.2,13.68,14.65,13.81,22.13
24.38,19.56,6.47,13.55,19.52,11.73,12.80,32.79
14.7,11.42,36.5,14.34,24.56,17.22,10.41,33.05
7.71,9.79,10.1,5.81,25.36,15.41,10.54,21.24
4.75,3.68,10.27,7.71,31.33,15.36,15.10,5.28
2.4,14.7,4.52,36.5,33.54,15.98,16.60,5.98
7.58,16.25,4.22,3.82,35.79,15.32,14.17,14.48
6.12,6.03,4.61,16.91,34.69,19.65,11.03,13.64
3.15,9.35,7.22,10.1,27.92,17.57,21.24,13.50
11.11,11.25,6.74,5.72,22.17,15.98,32.48,30.40
17.48,13.86,12.22,11.47,13.72,16.11,35.71,33.27
9.79,7.71,6.25,6.25,8.28,18.72,29.07,29.87
9.48,17.13,7.84,11.03,8.11,23.63,20.54,35.97
12.13,19.03,2.71,5.5,10.94,23.72,17.00,35.88
5.5,12.22,3.64,7.58,10.85,23.99,13.72,21.24
3.33,5.67,2.36,6.07,10.10,27.04,16.02,7.22
2.0,9.43,7.8,9.43,6.87,22.92,19.21,9.43
12.66,12.57,8.68,5.23,9.83,19.30,18.24,6.43
28.5,10.32,16.64,4.88,10.85,12.66,16.29,6.16
28.01,6.38,10.05,3.91,14.43,15.41,7.22,23.01
9.88,6.56,13.95,9.52,13.64,16.07,10.05,26.86
9.92,13.72,7.62,4.88,15.27,16.33,16.33,14.96
10.1,14.56,11.11,10.81,15.85,14.30,15.27,15.05
2.27,5.9,15.63,13.02,22.08,19.52,17.48,24.25
5.32,6.78,13.19,8.81,23.06,20.67,20.49,26.33
9.43,12.62,6.43,3.99,20.27,19.47,17.70,18.06
13.55,15.36,10.5,7.22,11.34,12.13,17.22,10.76
14.79,15.32,11.56,5.5,5.67,14.83,40.13,29.91
15.98,19.16,13.95,12.13,6.38,17.31,45.75,26.90
10.89,15.18,13.77,5.23,8.28,21.15,21.11,17.40
2.84,9.3,3.02,2.49,11.03,19.16,19.25,30.35
17.84,9.08,5.54,7.8,13.64,24.12,29.43,24.25
21.2,20.4,8.77,10.72,15.63,28.19,27.48,10.72
12.4,22.35,9.43,12.62,24.74,29.87,23.15,27.13
15.27,10.41,13.59,36.28,29.29,28.41,19.16,36.46
13.95,6.12,3.02,6.47,31.24,21.42,14.39,28.41
4.35,7.53,14.52,18.63,26.90,15.94,11.11,17.57
