ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.45,0.94,0.85,3.6,2.76,3.91,2.84,2.45
3.64,2.89,2.53,2.53,4.35,3.73,4.22,2.53
4.08,4.04,2.71,5.9,7.62,6.87,4.92,2.49
2.67,3.68,3.99,2.89,10.85,8.86,2.71,3.99
2.71,1.56,3.6,3.29,15.14,13.11,4.97,6.56
4.79,2.45,3.55,3.77,21.95,17.22,12.71,9.21
5.94,2.14,2.18,5.23,23.23,19.34,17.93,12.62
8.64,5.94,3.68,7.58,29.38,23.99,18.24,17.26
14.65,12.4,4.61,4.88,26.02,23.72,17.48,21.95
14.3,11.87,4.79,6.34,26.11,24.91,12.88,20.31
6.29,4.26,4.08,2.31,23.19,24.74,7.53,14.21
2.53,3.29,4.26,4.17,20.93,24.03,3.37,5.45
2.67,3.86,7.18,6.74,18.55,21.55,2.84,1.74
5.41,5.94,7.44,4.7,15.18,17.31,5.54,5.90
5.72,5.85,6.07,5.32,18.55,18.90,14.48,18.19
6.69,5.63,8.95,7.71,32.34,32.61,29.03,33.05
7.31,4.44,4.26,1.69,39.86,39.42,33.27,36.50
3.55,2.84,2.58,3.77,45.97,44.20,15.36,18.01
3.11,3.02,5.94,5.41,34.56,32.61,6.03,5.59
2.93,4.57,2.98,8.51,24.65,22.57,6.78,3.60
3.73,2.09,2.31,5.98,11.56,10.58,3.29,2.84
5.72,2.0,2.71,6.03,4.35,4.44,2.14,6.29
6.12,3.15,6.25,6.6,3.51,4.48,6.74,8.06
6.03,4.48,3.37,2.22,3.60,4.08,9.12,7.13
6.16,6.6,6.56,4.61,3.77,4.39,5.59,6.21
7.44,10.41,4.7,5.19,4.61,4.22,5.45,5.85
7.0,9.96,3.82,5.06,6.16,7.36,8.55,4.57
5.1,4.44,5.06,5.45,9.92,10.89,7.84,5.37
7.27,4.39,9.96,9.96,13.28,15.10,7.09,7.49
11.34,10.63,4.61,3.95,17.09,17.84,11.47,10.98
22.57,24.91,25.14,22.13,24.07,22.39,27.57,26.06
25.8,30.97,14.74,15.41,26.46,24.34,49.06,47.12
20.67,25.22,14.56,14.83,29.78,24.43,56.80,57.42
15.36,14.21,5.76,4.61,28.41,22.57,47.34,51.32
9.88,7.36,8.59,9.7,32.08,22.97,17.84,21.29
4.22,4.75,5.72,1.92,35.22,22.88,6.74,5.72
3.46,3.2,5.41,8.95,28.41,20.45,10.54,8.37
6.56,3.24,5.59,6.07,21.07,17.13,7.27,6.65
11.11,5.28,3.15,4.44,18.01,25.27,6.21,9.48
13.77,6.38,2.67,10.72,23.94,31.15,20.71,23.76
12.0,5.14,4.57,3.91,27.08,36.24,32.03,31.02
5.41,3.95,10.23,14.03,25.58,34.29,22.97,21.24
14.79,8.37,7.4,8.68,21.55,31.59,10.98,6.38
33.67,17.62,26.95,31.9,19.21,30.66,25.80,23.54
35.84,17.53,18.06,25.98,23.41,35.66,41.81,34.20
9.26,7.97,8.28,7.75,30.09,44.37,27.74,22.17
19.52,22.57,12.22,28.32,33.85,46.90,14.21,7.62
25.44,23.68,11.91,13.06,29.25,39.51,18.63,6.96
13.24,9.66,8.64,12.04,21.69,25.49,9.17,5.98
7.84,4.39,14.34,16.16,23.50,23.72,10.58,16.55
7.0,3.11,5.45,4.88,37.34,33.76,16.25,26.55
2.31,2.31,6.34,7.75,37.34,30.80,9.43,18.50
4.79,1.61,16.33,7.27,37.87,31.11,4.92,16.02
6.74,5.98,3.29,5.01,25.14,23.59,4.79,15.23
5.45,4.97,15.23,10.5,36.99,40.92,12.13,15.58
6.91,5.23,2.93,2.76,47.51,51.85,23.59,25.75
13.95,11.82,14.48,11.65,59.06,59.90,20.05,23.50
9.12,15.8,8.55,6.29,64.45,58.88,10.36,13.68
19.39,21.69,34.38,23.94,66.09,55.79,20.71,23.41
22.61,21.51,8.55,9.7,59.32,48.27,21.20,26.86
14.12,17.26,8.68,12.18,46.85,41.06,13.15,20.45
21.77,21.2,10.81,10.1,36.37,38.27,10.54,15.89
25.98,27.52,23.59,25.14,39.69,44.55,24.47,27.70
24.87,26.73,10.23,10.14,47.91,50.79,33.63,35.22
20.8,23.72,22.35,18.63,46.01,46.85,42.47,43.36
20.98,21.73,9.92,11.91,38.40,38.54,46.63,43.76
22.26,21.95,23.45,20.18,26.55,26.64,30.22,28.89
17.62,16.86,11.87,15.36,18.85,18.77,8.51,8.77
6.43,5.63,12.31,12.22,14.65,13.95,5.32,5.85
19.08,17.04,19.34,13.99,11.96,10.36,20.49,21.33
28.67,23.37,7.97,9.21,10.36,9.04,36.50,38.62
28.32,20.89,29.25,16.91,12.53,11.16,32.30,36.37
31.42,24.38,29.16,30.18,25.22,24.78,25.80,34.95
29.65,25.4,21.77,22.88,32.21,30.53,34.51,42.74
29.82,26.77,20.18,18.68,40.48,37.25,38.23,41.37
31.33,27.61,25.58,25.8,31.68,23.72,33.54,26.77
31.37,14.17,44.11,41.32,33.27,29.87,23.45,10.67
35.09,18.37,24.47,18.59,32.08,32.21,28.28,25.58
20.58,14.21,23.54,22.0,37.70,46.98,21.73,19.96
3.99,3.24,8.42,8.73,40.00,43.53,7.62,7.75
5.45,6.21,2.8,2.49,33.32,34.20,2.98,3.86
2.76,3.99,2.84,5.63,26.37,23.15,9.57,9.08
3.33,7.58,3.77,7.4,19.16,17.31,26.24,24.91
11.96,8.42,4.35,7.97,24.29,24.91,35.53,38.58
35.71,26.64,11.56,3.46,32.30,35.79,42.07,48.93
49.33,41.63,12.4,14.34,33.49,38.36,41.50,47.12
39.51,36.15,12.31,12.13,30.04,34.07,38.36,36.99
18.24,17.88,6.12,5.28,25.67,25.09,32.52,29.87
5.54,4.57,4.75,4.39,29.74,25.05,20.58,22.57
9.88,6.87,3.29,4.97,36.28,30.58,19.56,19.56
8.68,2.93,2.8,4.97,49.11,46.72,21.02,16.51
9.04,1.69,7.0,11.6,47.51,48.22,15.54,10.85
7.4,3.46,7.05,8.51,43.09,46.06,10.76,11.38
6.34,4.52,8.46,6.12,31.99,35.13,7.49,11.47
10.5,7.75,3.11,6.12,28.59,29.47,10.54,9.48
7.36,7.84,4.75,3.73,31.33,30.84,25.44,23.28
8.64,4.97,9.17,2.53,38.32,34.87,27.70,26.20
12.8,3.95,10.36,3.37,45.79,43.58,13.90,13.46
10.23,4.08,6.69,5.32,41.72,39.24,9.08,10.10
2.8,3.15,4.57,3.95,32.88,30.53,17.48,16.82
1.61,2.62,5.19,6.87,14.74,12.49,12.71,9.43
4.48,4.17,5.98,5.72,10.27,7.49,10.32,4.70
5.23,3.77,3.86,4.35,5.23,4.35,8.51,3.02
4.39,5.37,4.79,4.52,5.67,4.88,5.85,2.76
5.23,7.84,11.29,9.92,3.42,2.98,3.91,3.68
5.37,7.0,8.73,5.72,5.23,3.20,3.95,8.06
8.15,6.6,15.45,12.57,6.82,3.60,8.95,10.54
7.4,6.78,7.44,4.92,13.50,7.71,12.00,11.25
3.95,6.47,6.07,5.37,21.46,15.10,11.91,10.36
2.09,4.83,7.62,6.38,28.85,22.75,17.88,19.12
1.87,2.05,4.92,5.14,40.92,35.44,23.23,24.34
2.89,4.39,2.22,5.23,44.46,40.92,20.23,19.70
4.35,2.62,3.86,4.7,42.16,39.24,13.99,14.03
4.17,3.64,7.44,5.32,31.99,31.46,6.12,7.18
2.93,2.71,6.38,2.67,15.89,16.78,4.04,2.67
1.92,2.98,8.77,2.31,8.55,10.54,4.88,2.93
1.47,2.58,5.19,4.35,2.49,4.35,2.93,3.86
1.34,2.76,4.17,2.49,2.05,3.99,4.66,3.42
1.74,3.55,7.53,2.53,2.18,4.44,5.50,3.29
1.78,2.89,3.82,4.35,2.05,5.10,3.99,3.73
1.34,2.98,2.67,5.5,3.11,4.83,3.99,4.22
2.09,2.67,5.14,6.21,2.80,5.37,2.36,6.74
3.24,3.15,6.69,5.28,2.53,4.22,2.89,10.54
4.79,3.07,8.64,7.67,2.58,4.08,4.22,10.94
5.85,2.8,8.55,6.78,4.75,3.60,4.70,8.11
2.27,5.1,2.4,6.03,12.00,7.84,6.52,12.35
5.81,8.02,5.67,2.49,19.56,14.26,21.11,26.64
5.14,4.79,1.47,2.76,34.25,27.97,29.16,30.80
4.66,3.68,4.26,4.3,40.31,36.46,23.85,25.14
6.56,3.42,2.09,7.05,39.33,36.86,12.26,11.73
6.6,4.61,3.07,7.18,30.18,30.80,4.48,4.13
3.68,5.14,2.4,8.59,16.78,16.69,2.93,5.59
3.6,3.33,4.3,3.55,9.52,11.91,4.57,4.79
3.77,6.03,2.93,9.66,6.21,9.30,5.23,8.99
5.01,7.49,4.3,7.36,9.26,17.79,5.72,8.77
3.2,3.11,2.45,7.18,12.88,20.93,6.87,3.73
1.61,7.44,3.73,2.62,15.49,24.03,8.37,4.83
3.29,11.51,3.6,5.67,15.89,21.24,8.37,5.19
1.34,8.33,2.76,3.37,14.87,18.19,4.92,3.64
1.47,4.04,5.14,2.05,16.91,15.80,4.61,6.34
1.96,2.49,9.7,5.81,15.01,11.11,5.10,7.31
4.26,3.29,5.45,4.35,18.72,13.46,6.69,5.94
2.4,9.57,9.57,13.5,17.31,12.75,9.74,6.03
6.96,18.72,4.44,6.03,23.99,19.70,18.01,19.83
7.18,31.73,8.33,19.56,33.80,24.56,27.97,30.35
3.07,39.47,2.45,13.24,38.01,28.45,21.24,32.17
6.21,28.63,2.76,7.22,38.76,31.28,7.31,28.41
7.75,11.73,3.42,7.71,26.68,23.54,5.32,14.26
