ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.18,4.17,3.24,4.66,3.29,3.77,2.31,2.80
2.4,6.12,1.78,3.07,4.22,3.77,3.51,4.17
1.25,6.16,1.61,2.05,6.07,5.32,3.86,4.83
1.78,3.55,2.27,2.09,6.65,6.21,3.95,4.26
2.05,2.89,5.23,4.3,7.89,6.87,4.88,2.22
4.22,2.67,5.76,2.71,9.48,8.02,7.05,3.91
8.55,6.34,5.59,5.72,15.76,12.22,6.29,9.21
9.57,8.28,2.45,3.51,23.68,20.36,8.24,14.21
7.84,4.61,3.6,3.2,27.70,24.78,5.10,10.05
5.67,1.87,1.83,1.92,29.96,29.03,7.27,3.55
3.33,3.95,3.51,3.2,24.87,26.59,11.78,3.15
1.87,3.29,2.22,1.07,21.60,24.07,7.05,2.84
2.93,4.04,4.57,2.27,16.16,20.67,6.65,4.52
3.15,4.04,1.92,1.56,16.25,16.55,8.06,3.24
2.45,2.14,2.53,5.01,14.74,13.59,3.95,3.24
3.02,1.07,2.89,2.22,11.91,9.35,7.22,6.56
2.53,3.11,4.35,3.73,8.81,7.89,7.05,5.19
3.91,3.6,3.99,3.82,14.43,15.63,8.51,10.98
8.24,8.37,6.47,5.76,31.73,31.95,22.44,22.26
12.18,11.56,5.28,5.41,41.50,41.10,30.27,29.25
7.8,7.97,5.72,4.97,48.31,47.03,29.69,28.32
13.37,17.88,14.08,16.16,37.74,40.57,41.99,35.62
16.42,21.29,21.91,20.76,30.84,38.27,49.15,37.74
11.78,14.79,6.65,7.05,26.42,32.70,41.94,29.47
8.06,9.79,8.9,5.98,19.56,26.33,21.24,14.56
5.67,6.78,4.57,7.89,14.30,17.40,9.48,5.06
4.7,5.41,5.14,4.44,14.30,20.54,9.21,5.90
2.49,3.64,2.71,9.12,18.37,23.32,4.61,2.49
4.44,5.01,6.69,4.57,25.44,33.58,3.37,5.59
5.72,8.68,5.98,7.67,18.37,25.80,4.35,6.56
3.33,8.86,7.18,16.82,15.58,22.39,5.90,6.29
2.31,5.9,5.14,4.61,12.00,15.05,4.70,2.84
3.15,4.39,6.34,7.0,15.10,17.17,8.42,6.74
5.5,2.71,4.13,11.16,17.62,18.15,10.19,11.96
5.81,3.2,10.54,2.27,19.08,20.27,8.55,13.19
5.01,9.04,9.66,5.1,13.06,13.72,8.64,7.09
5.32,8.64,4.17,6.43,17.09,17.26,10.63,8.81
5.1,4.79,3.91,11.56,24.47,23.28,15.01,13.99
5.5,2.8,4.17,9.79,34.56,33.05,12.35,15.18
4.04,2.71,5.06,12.0,42.03,41.23,6.38,9.39
3.24,6.16,5.19,8.37,31.86,31.95,5.98,4.75
4.52,4.08,8.64,3.29,26.46,25.40,11.69,3.15
4.39,4.13,4.52,7.62,12.97,12.84,10.50,4.66
4.39,6.6,15.49,10.58,12.75,11.25,4.52,2.76
11.82,11.42,9.3,12.93,13.50,17.84,17.57,16.73
23.72,23.23,22.79,23.28,17.70,24.43,39.60,41.23
28.14,25.8,16.82,22.75,26.99,35.09,44.02,43.53
19.12,18.5,11.82,10.67,37.87,44.24,34.95,31.37
9.26,10.14,2.14,11.42,38.23,40.39,20.40,18.55
6.21,2.93,4.3,2.31,31.90,32.92,6.47,10.45
6.69,6.21,4.48,4.3,20.45,16.02,6.78,6.65
7.13,7.67,3.24,3.77,20.27,12.13,12.04,7.93
8.81,6.07,3.11,3.64,22.08,9.30,10.23,7.58
10.23,4.88,3.55,1.43,19.39,9.43,8.06,8.68
11.6,8.64,3.99,3.91,16.38,12.53,8.77,11.73
10.72,11.82,5.5,7.4,18.68,25.53,7.89,12.88
8.68,9.66,10.72,9.08,21.02,29.29,3.99,6.03
5.5,3.82,4.52,15.23,26.82,34.42,1.74,4.44
2.89,5.23,8.55,5.76,20.14,23.85,5.32,9.30
2.45,5.9,2.8,6.52,14.92,17.75,9.35,10.14
5.37,2.76,9.21,4.48,7.22,8.55,13.50,9.83
5.01,3.64,5.9,6.65,5.50,5.28,10.54,8.37
4.35,4.48,10.41,7.13,5.85,5.41,4.26,7.40
4.22,4.04,7.62,3.55,4.97,6.47,5.50,6.74
2.93,4.7,11.2,3.68,6.07,9.26,7.13,5.01
3.55,4.17,1.43,6.56,6.69,11.56,6.29,4.97
5.19,4.75,9.79,7.05,7.13,11.29,6.34,6.56
3.02,6.52,6.56,11.69,4.57,9.39,5.54,6.43
0.85,7.97,8.95,9.04,3.95,8.28,4.83,6.07
2.53,7.31,6.82,12.8,4.75,9.17,2.93,3.60
5.32,6.21,5.14,4.3,8.15,9.21,1.74,2.62
7.09,8.2,4.57,7.67,8.64,7.84,3.02,4.79
7.05,7.4,3.82,6.78,9.08,5.06,6.65,6.74
7.62,6.29,6.56,8.95,5.67,4.26,8.77,9.35
7.18,6.47,4.7,1.87,4.75,4.79,7.84,10.45
2.49,4.35,4.88,4.3,3.95,5.72,5.50,7.97
3.91,2.27,3.33,3.55,4.17,5.63,2.36,4.70
6.16,7.0,6.91,3.95,3.37,4.44,1.87,4.48
3.64,7.09,3.51,5.94,2.84,3.86,5.37,8.42
1.92,3.64,3.91,7.0,3.07,4.22,12.93,8.46
4.22,3.15,4.17,3.11,5.14,5.45,14.17,6.87
3.6,1.69,4.66,5.19,6.38,6.03,11.42,9.21
1.61,4.97,3.46,3.33,7.71,5.63,10.81,10.50
2.05,4.08,3.91,5.81,8.11,4.44,7.53,9.35
4.04,2.36,10.23,2.0,8.90,2.71,4.48,6.96
6.38,4.22,5.72,7.13,9.92,3.11,3.73,5.72
6.25,5.9,9.08,2.84,9.26,3.64,7.93,7.40
6.65,6.07,7.97,5.98,8.28,6.29,10.50,5.90
5.28,4.7,6.38,1.69,5.45,8.99,10.27,2.18
4.44,6.34,6.74,2.31,4.48,9.92,5.85,3.24
5.9,6.12,3.86,9.26,3.29,9.61,2.89,4.04
5.01,4.57,3.86,5.28,3.11,7.27,2.31,2.80
2.49,3.64,6.47,4.61,3.91,6.07,3.64,3.55
1.69,4.57,9.08,4.75,4.08,4.52,5.28,5.90
3.82,4.79,6.21,4.66,5.45,3.20,6.56,6.91
5.32,3.91,3.55,4.52,4.35,2.14,7.40,6.25
3.2,1.65,1.47,1.47,4.30,1.69,7.36,4.26
2.49,1.61,5.01,5.1,3.37,1.61,6.34,3.86
2.58,1.92,7.44,3.24,4.97,4.35,4.79,5.01
2.27,1.92,4.22,4.7,5.54,7.44,4.70,9.12
2.76,2.8,6.87,4.35,8.37,10.19,3.55,9.83
4.04,4.57,8.55,2.98,7.58,9.52,4.52,7.89
8.11,4.92,4.44,1.74,12.93,10.23,2.98,5.85
11.96,7.27,10.5,2.62,13.77,10.54,6.38,9.79
11.03,6.34,12.04,2.27,23.50,15.76,9.43,13.37
9.3,3.64,5.85,9.88,20.93,16.02,10.76,13.81
8.28,6.21,8.24,9.12,27.30,20.71,21.91,25.53
6.12,5.28,8.02,11.29,21.24,18.19,20.89,24.87
2.76,2.67,10.76,6.43,24.52,18.81,9.83,10.05
3.86,2.71,7.62,4.3,14.52,11.51,3.73,5.01
4.7,2.05,4.3,1.87,11.65,7.89,1.34,2.49
4.22,2.0,7.18,1.74,5.98,5.37,3.15,2.05
4.83,2.76,7.31,7.05,5.90,5.06,3.68,2.58
6.25,1.69,3.46,2.0,4.26,4.75,4.83,4.66
7.0,4.44,6.91,6.47,3.60,4.83,4.79,4.61
6.47,6.69,9.88,3.51,3.46,5.23,3.33,2.09
4.79,5.94,13.11,3.37,3.82,6.65,4.08,1.92
3.42,3.29,9.3,4.3,4.57,4.88,2.93,4.30
1.78,0.85,4.44,7.93,5.94,5.06,4.30,6.52
4.22,1.92,3.29,4.75,6.47,3.29,8.95,5.54
4.44,2.53,10.05,8.86,7.44,3.68,9.12,2.22
3.82,3.29,3.2,8.99,6.52,2.98,6.87,2.00
4.75,6.34,6.52,9.43,8.37,3.95,6.16,6.12
3.55,5.67,3.6,3.15,7.67,4.39,6.60,8.28
1.61,2.76,1.87,6.16,10.27,5.50,5.59,7.13
1.38,1.25,1.74,5.67,8.46,4.39,5.32,6.16
2.67,2.31,2.76,6.43,8.15,3.51,5.90,4.44
4.79,4.52,5.14,4.22,4.88,1.83,5.67,2.31
3.55,6.21,4.88,4.3,3.29,1.61,5.94,1.56
2.27,5.63,5.28,3.51,2.62,2.45,5.94,2.00
3.64,2.89,4.7,5.76,2.49,2.93,3.77,3.68
