ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
3.86,4.83,2.67,2.14,8.37,7.27,3.37,3.02
6.56,5.85,9.88,5.81,16.69,13.55,6.43,4.75
5.72,5.14,8.59,4.7,18.59,14.08,16.95,14.61
3.6,3.68,6.56,12.35,19.52,13.28,18.32,16.42
7.18,8.95,7.67,7.67,14.08,8.68,21.15,19.92
20.27,20.62,7.75,7.71,20.14,13.81,28.10,26.90
30.18,28.41,4.13,7.4,22.66,19.43,34.16,32.26
27.52,27.39,14.83,14.39,27.39,24.52,30.97,29.38
16.55,17.22,8.51,5.1,29.03,25.98,15.36,12.97
17.22,6.12,16.64,11.38,27.92,23.99,11.20,9.48
19.83,11.87,9.79,13.55,25.36,20.98,13.33,16.02
14.52,11.16,9.08,8.86,19.96,17.53,7.49,6.82
10.54,8.46,14.21,13.81,27.74,28.67,4.52,3.02
9.88,8.06,14.43,14.79,41.77,48.40,7.97,5.72
21.51,13.15,18.1,6.82,48.27,57.25,16.02,9.12
36.63,13.99,28.63,38.23,46.90,56.27,22.79,16.02
34.25,14.56,43.98,12.97,36.10,40.57,26.86,20.45
19.87,10.36,5.5,11.34,35.40,35.13,26.37,16.64
8.42,4.48,8.55,7.53,31.81,28.63,18.81,12.44
13.11,11.78,8.11,6.69,31.46,22.26,25.62,15.18
18.06,12.93,20.31,26.95,30.09,14.39,38.09,9.26
12.88,8.2,4.66,7.93,27.44,9.26,29.29,7.67
10.41,7.49,11.65,9.48,24.87,9.43,11.38,6.34
10.58,7.13,6.91,12.97,21.29,15.45,9.39,6.78
8.55,7.27,3.2,4.35,22.08,21.24,10.10,8.64
6.87,7.05,4.48,7.71,21.95,24.29,5.67,7.97
14.17,12.84,16.47,18.24,21.42,24.34,9.57,15.63
27.48,34.03,9.57,9.79,24.69,24.38,12.04,22.88
31.73,42.69,30.58,31.95,31.33,26.82,8.46,28.67
19.03,28.89,16.86,9.7,32.70,28.32,10.19,28.36
6.74,9.88,12.8,15.58,30.71,29.74,15.71,19.43
9.61,9.48,24.07,20.71,22.13,23.37,10.27,7.44
12.49,7.22,7.62,23.63,19.74,16.78,7.53,4.30
11.38,3.64,6.03,8.73,17.79,9.12,6.60,4.17
10.23,2.67,13.99,11.91,21.64,11.29,6.52,7.36
13.95,7.84,4.35,3.51,27.39,19.83,11.34,12.09
10.45,6.29,7.89,10.98,28.45,23.76,18.50,18.24
6.96,7.22,15.18,14.74,28.67,26.33,28.19,26.51
14.56,15.63,8.55,8.15,26.51,25.22,36.24,34.11
17.66,17.53,13.68,11.07,33.54,30.62,34.95,32.21
18.24,16.6,6.21,7.62,31.24,28.32,27.70,26.99
20.31,20.14,17.48,17.48,25.62,23.41,29.12,30.31
