ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
2.31,2.84,2.53,8.42,4.44,9.79,7.44,4.75
6.52,10.27,8.95,5.5,7.53,7.75,12.26,14.30
13.11,14.83,3.51,6.16,7.71,8.51,12.31,15.36
16.69,15.23,6.38,9.21,9.21,9.08,6.65,10.81
19.08,19.78,7.18,3.6,7.89,10.50,19.08,17.35
13.55,16.51,4.61,6.82,8.86,13.86,30.93,26.11
3.99,6.6,16.64,10.54,7.18,13.99,29.25,27.04
10.27,13.19,4.52,6.78,6.56,14.92,25.62,26.51
14.08,19.39,16.51,8.42,4.48,13.90,19.30,25.40
17.04,21.2,12.4,7.0,5.28,15.18,17.75,22.53
14.56,15.85,17.09,14.61,10.14,16.73,21.38,22.17
10.85,5.94,11.03,12.97,12.62,16.91,16.25,16.64
6.29,3.42,12.09,8.68,18.77,20.05,9.66,7.93
3.24,5.06,6.74,8.64,18.81,24.74,5.06,9.66
7.0,10.5,8.68,8.02,21.42,26.68,5.59,7.67
12.35,11.65,8.95,7.36,21.07,29.82,9.12,11.56
10.19,5.06,7.58,5.67,17.88,24.38,19.16,25.62
7.0,15.58,10.27,10.58,14.92,21.95,33.01,38.62
3.91,10.76,9.52,5.23,9.61,17.04,31.99,35.31
8.64,5.23,5.54,7.27,10.23,18.99,15.76,21.46
13.19,13.68,6.56,8.73,10.81,25.53,6.96,15.76
10.19,10.76,3.29,3.15,9.12,22.61,4.35,15.32
7.97,7.49,8.59,11.07,6.60,19.16,2.93,16.16
5.32,4.44,6.87,7.36,5.41,10.67,5.28,15.58
2.71,3.2,16.69,12.4,6.69,11.25,8.90,15.76
5.63,2.49,14.39,7.93,8.77,8.77,8.81,9.79
12.53,4.83,19.74,12.71,8.77,7.18,8.55,9.96
10.67,3.95,11.29,10.14,10.41,5.10,5.85,13.68
8.95,3.64,7.22,5.9,8.81,5.37,14.87,19.43
5.63,3.82,12.22,10.63,7.40,8.33,25.84,29.74
10.19,14.7,8.81,12.71,5.06,9.57,20.71,27.48
20.49,22.79,14.56,15.76,4.04,10.81,7.44,14.03
20.71,22.79,8.15,11.07,4.39,10.05,4.70,10.27
17.0,18.06,6.34,13.11,6.03,10.58,9.70,13.77
14.79,12.93,4.92,9.74,9.21,10.41,16.02,15.36
13.46,29.29,3.37,17.93,17.66,12.66,18.77,14.12
9.3,39.47,4.3,22.13,23.90,9.96,20.67,17.70
5.9,27.44,10.5,10.1,29.03,7.89,17.70,16.47
2.27,12.04,15.71,15.58,28.23,6.29,15.45,22.22
5.59,5.76,30.8,12.97,22.39,12.22,13.15,20.98
9.88,13.02,11.65,7.18,15.85,24.07,20.54,19.47
12.88,21.07,62.91,25.84,10.23,28.23,32.48,34.73
6.69,15.98,17.79,10.98,14.74,33.89,29.65,36.59
7.44,18.85,24.6,17.88,15.58,24.29,16.55,17.62
6.65,15.58,16.95,11.07,17.26,25.09,29.25,14.43
9.57,9.12,12.84,4.22,16.51,21.24,30.00,22.30
8.55,8.77,4.88,7.71,23.59,26.68,21.15,23.37
4.57,2.89,12.84,11.25,27.30,25.80,21.46,23.23
6.25,8.33,11.16,9.08,34.33,28.10,23.41,23.72
12.71,12.75,8.99,14.79,29.96,24.60,22.35,28.28
16.11,17.0,8.37,11.29,34.56,28.98,17.62,24.69
12.75,17.4,4.48,2.8,30.71,32.92,8.95,14.52
5.76,11.16,9.79,4.48,29.69,34.64,2.98,5.72
2.27,3.15,6.91,5.67,24.12,35.62,9.08,5.98
10.54,9.43,11.51,8.33,18.37,29.34,15.80,11.96
22.48,21.11,11.51,9.57,18.50,27.57,18.46,17.70
19.21,17.75,12.4,10.72,19.34,24.43,11.42,16.16
7.4,7.53,8.95,10.14,26.82,28.41,4.66,9.79
12.4,11.03,11.25,9.26,26.33,29.20,4.70,3.20
5.81,6.21,7.67,9.7,29.29,30.31,5.01,6.34
7.93,8.64,19.03,19.74,19.96,22.79,16.69,19.25
6.78,8.81,11.25,4.97,18.59,15.58,18.85,20.00
8.9,14.03,6.52,13.37,10.32,13.24,18.01,14.70
15.05,17.26,3.37,6.16,12.09,17.48,17.31,13.86
13.46,12.62,10.81,7.4,13.02,26.82,11.11,11.87
10.41,5.14,6.69,2.71,19.83,34.20,5.54,5.45
14.21,10.32,14.3,10.1,24.60,40.79,7.36,5.54
13.64,11.65,6.96,2.93,27.17,45.13,9.26,5.28
8.68,6.43,6.65,6.52,26.46,41.85,5.19,6.82
3.29,6.6,22.92,12.31,22.97,33.27,8.73,19.25
10.36,15.89,13.5,11.2,23.59,23.63,18.32,21.91
11.65,19.87,13.46,11.03,20.93,15.58,24.87,15.76
7.84,18.37,12.88,11.6,16.78,11.65,28.72,10.76
4.88,15.49,12.09,12.0,10.58,12.31,21.29,4.22
3.64,8.64,10.1,6.87,10.81,19.12,7.05,12.71
4.44,8.33,12.8,12.49,20.85,29.96,9.26,18.68
9.7,17.04,16.16,10.32,24.91,30.22,7.31,14.26
9.43,16.91,28.05,17.44,27.26,25.89,4.66,13.33
5.67,7.8,18.55,15.36,18.24,12.80,2.18,21.07
17.26,15.36,15.85,8.59,16.78,10.23,9.96,27.44
20.49,16.07,8.81,4.92,15.76,12.71,18.63,28.67
14.92,9.7,7.0,3.55,19.65,18.59,12.31,17.88
11.07,6.87,3.07,6.21,22.48,24.52,8.51,9.83
13.37,4.52,16.2,8.55,23.76,25.80,13.11,13.28
15.41,5.32,18.1,7.53,29.25,32.26,9.35,5.90
6.91,11.96,14.48,4.39,24.16,26.82,10.05,3.11
12.44,16.02,13.72,8.95,19.78,23.45,14.65,8.51
15.49,14.12,19.34,9.92,11.25,17.70,20.36,9.12
10.01,9.17,12.04,7.62,9.48,17.13,33.10,17.35
9.83,8.02,15.23,11.16,10.72,23.23,38.49,20.89
12.62,7.58,18.81,7.22,10.41,18.10,31.64,17.04
16.25,9.3,9.61,15.58,11.11,13.68,29.65,18.24
21.33,16.86,17.53,11.56,12.71,11.38,32.74,23.01
21.77,20.49,12.35,10.14,15.05,15.36,34.16,18.28
19.3,20.98,13.15,8.2,16.33,18.94,31.37,13.15
13.81,15.8,12.4,8.15,14.56,18.59,23.94,7.36
10.67,7.36,21.15,19.16,11.96,24.69,19.96,7.36
12.26,4.13,15.8,7.36,11.34,25.00,12.44,6.07
10.1,7.49,19.61,5.81,12.71,23.45,9.96,4.13
9.35,12.57,11.6,4.3,16.25,13.59,10.32,4.48
8.37,12.0,5.94,4.66,15.10,10.10,12.97,5.28
6.96,3.68,12.8,10.63,16.02,11.03,10.54,6.74
9.39,6.78,4.7,11.65,13.55,11.03,7.09,4.48
13.46,11.91,8.68,5.01,14.03,11.87,8.55,3.33
11.11,12.09,10.19,14.17,13.64,8.15,11.03,5.85
4.57,10.5,6.07,4.92,14.83,8.11,11.91,6.60
4.3,11.16,4.26,7.31,13.95,8.06,21.29,4.44
12.71,17.4,20.58,8.86,15.94,12.44,26.64,12.84
21.07,22.7,9.21,4.75,15.23,18.72,21.20,9.83
22.53,20.58,18.46,9.21,17.75,22.30,12.66,9.74
12.18,13.11,10.27,7.53,19.87,22.84,9.17,13.72
6.12,12.35,8.77,8.81,27.17,22.30,7.22,9.74
5.37,12.97,15.32,11.29,28.89,21.60,9.48,15.58
8.77,8.77,12.62,20.49,31.15,24.29,14.79,22.75
13.24,5.98,17.31,6.34,26.20,24.21,19.39,25.36
