ALPHA L,ALPHA R,BETA L,BETA R,DELTA L,DELTA R,THETA L,THETA R
3.37,5.72,5.45,9.04,2.27,24.16,3.51,5.76
7.67,5.85,5.63,5.5,2.36,15.94,9.96,4.52
8.73,7.36,9.39,4.39,2.84,8.37,15.58,6.69
8.64,6.74,3.68,6.47,3.99,6.56,11.03,4.66
4.13,2.84,12.04,8.24,7.18,6.12,7.00,2.40
9.48,6.65,9.7,6.43,16.91,10.85,16.86,8.51
10.41,3.2,9.04,17.26,27.92,11.47,29.91,30.09
11.82,11.11,10.54,24.52,34.29,20.80,39.73,46.45
19.52,20.14,26.11,27.66,32.30,23.94,26.55,45.75
17.7,20.23,6.07,11.78,20.40,41.41,15.18,31.42
7.27,10.45,13.86,16.2,15.05,37.74,22.13,12.88
7.75,3.55,16.16,8.46,8.02,38.58,18.59,9.08
11.69,8.02,4.35,6.29,12.75,23.01,15.18,15.45
11.34,11.65,23.1,18.59,17.70,21.15,13.95,35.57
11.65,18.15,14.87,7.44,31.99,20.80,8.20,37.92
10.94,20.71,4.79,8.06,29.34,30.13,6.12,26.99
9.96,15.27,5.67,3.51,24.60,29.96,3.95,15.10
11.38,11.56,4.92,4.66,12.88,29.87,13.33,11.38
13.28,12.88,5.94,6.47,13.50,18.99,24.78,17.84
9.43,12.35,7.22,12.4,22.04,24.83,23.10,18.72
7.0,8.59,8.2,6.74,25.62,26.86,11.42,11.16
8.51,5.14,10.05,5.32,27.61,28.23,8.42,11.16
14.52,10.81,4.88,3.29,27.17,22.17,12.00,17.00
15.32,12.35,23.45,5.54,27.30,15.14,32.96,12.44
15.32,11.91,19.65,3.33,29.74,16.29,49.77,7.31
15.63,10.85,6.47,4.66,31.15,16.55,42.52,8.06
11.29,6.82,13.15,5.37,29.25,15.10,18.63,11.25
4.22,5.81,4.26,1.61,25.67,9.39,10.54,12.22
5.67,5.59,10.41,6.07,15.14,6.82,9.04,7.05
13.77,5.45,5.98,5.59,11.20,7.31,14.96,9.88
19.78,9.52,11.07,4.48,8.77,9.21,18.55,19.43
14.79,5.06,4.17,7.53,11.38,10.45,20.45,21.95
10.19,5.67,7.0,11.47,13.90,17.75,19.83,20.36
14.56,9.43,6.82,14.3,15.54,16.73,16.82,24.52
23.94,10.67,9.66,28.98,13.55,19.34,37.12,44.07
25.14,12.22,19.39,23.06,11.29,18.10,62.46,51.27
13.81,8.37,10.45,14.21,13.77,32.39,49.37,40.22
3.07,5.41,19.03,15.41,16.69,33.72,14.39,22.57
3.68,3.82,13.24,11.2,23.54,34.29,4.44,10.10
4.75,3.15,8.42,12.66,21.51,20.58,8.86,14.26
7.4,3.91,10.36,12.62,27.57,18.46,28.76,28.54
15.98,15.27,23.1,22.7,32.26,15.32,50.83,36.90
18.77,25.75,25.05,10.45,39.11,23.06,50.79,39.69
13.46,22.0,6.65,8.02,49.33,30.80,36.06,35.09
8.2,10.45,10.1,4.48,43.22,34.51,19.21,28.14
9.3,8.24,6.96,8.02,39.16,32.65,12.49,18.99
7.58,10.1,4.57,7.09,23.06,20.76,14.08,14.30
8.28,10.45,4.97,4.97,16.25,14.92,14.21,13.24
8.64,10.58,5.28,3.07,14.52,11.03,13.68,9.57
8.51,11.29,9.3,10.76,14.17,13.37,13.11,7.67
9.43,8.86,10.54,2.98,15.01,14.56,10.67,6.25
8.81,7.93,3.51,5.19,16.95,15.36,8.46,4.26
7.0,7.27,7.13,3.46,13.37,10.10,10.36,8.11
6.65,3.02,6.21,7.09,11.25,7.18,12.80,12.18
7.67,4.22,9.92,8.24,5.72,6.65,12.22,13.99
4.08,5.32,9.39,12.84,6.38,12.53,8.20,7.44
5.67,13.24,13.37,8.37,12.44,30.13,9.39,11.34
6.91,14.03,7.93,6.21,16.16,36.99,12.75,13.90
8.81,12.75,10.19,10.94,26.95,46.98,7.49,6.82
14.96,12.53,13.81,17.7,25.75,37.52,10.50,18.01
17.4,11.91,21.07,31.46,32.39,34.11,29.03,44.37
14.61,10.27,30.93,34.69,24.91,26.20,34.69,49.81
11.51,5.98,10.23,17.35,39.33,41.10,27.97,36.55
20.0,18.1,24.74,23.01,43.09,46.67,30.31,27.92
36.33,34.07,35.88,15.36,54.24,57.86,33.05,37.70
33.14,33.27,13.86,15.63,50.92,51.05,20.58,35.66
12.13,17.57,10.72,8.55,40.00,42.96,10.14,23.85
3.07,9.79,3.15,5.19,27.44,33.01,11.96,14.08
9.26,12.66,5.67,2.62,10.27,15.32,10.72,4.44
10.5,10.98,3.55,2.84,6.25,9.39,6.38,7.00
7.62,7.27,8.15,4.44,5.50,5.45,8.20,8.68
6.07,6.6,2.53,5.1,8.20,8.02,11.34,6.12
7.36,3.95,9.3,6.82,15.67,12.18,10.50,3.46
7.53,7.13,18.9,15.89,19.16,11.42,14.26,18.10
5.67,15.36,10.72,12.62,21.69,12.31,22.84,46.90
6.07,16.25,36.77,22.13,15.94,13.95,16.78,48.44
12.13,16.42,12.44,20.45,17.09,30.62,15.54,26.06
18.06,22.3,14.43,10.67,15.27,37.87,51.72,43.53
17.79,26.15,15.89,33.98,18.50,49.51,70.78,64.94
10.98,19.21,16.55,7.31,15.71,44.64,62.55,59.24
3.91,7.44,10.45,6.38,18.90,42.74,34.47,34.69
5.59,5.59,8.15,5.1,18.68,35.71,10.72,13.68
4.04,4.17,13.86,9.08,19.34,23.85,9.43,8.86
6.29,5.9,12.84,9.21,15.45,15.05,12.44,8.42
6.74,7.18,4.35,2.89,11.29,6.69,19.03,10.81
3.68,5.63,8.06,7.89,8.24,4.13,20.93,15.85
6.29,3.2,8.24,5.63,5.54,4.75,17.26,17.53
9.04,3.55,9.52,5.01,3.51,4.61,15.63,15.10
10.72,5.32,11.11,13.59,2.18,6.82,15.63,9.88
8.95,5.9,3.95,6.91,3.02,8.24,15.27,8.55
7.93,5.28,6.16,8.68,4.17,8.37,19.03,11.91
7.31,3.2,4.44,2.8,6.56,6.34,26.02,19.08
10.23,8.11,13.02,11.16,10.63,7.22,30.93,24.16
10.41,8.28,5.41,3.46,16.42,9.74,30.49,25.36
10.98,7.13,15.8,12.35,27.30,19.96,23.90,16.78
14.21,12.04,7.0,6.96,30.75,21.42,17.26,11.91
9.17,7.58,27.61,22.48,47.16,36.63,30.35,33.98
7.44,4.97,13.86,21.77,46.81,36.86,43.14,46.32
9.92,12.31,6.43,10.1,55.79,52.87,31.59,34.69
12.09,14.39,6.69,9.74,45.92,44.55,13.68,12.35
14.12,13.28,7.67,5.06,34.56,37.52,4.35,6.38
11.56,12.13,8.15,8.99,20.58,19.30,4.57,5.10
9.66,9.92,2.89,3.51,8.46,7.71,6.91,7.00
10.67,9.26,9.43,6.65,6.03,4.92,4.35,5.59
9.92,5.14,1.87,2.98,7.40,5.45,2.49,7.00
7.8,4.39,4.88,8.02,12.26,8.20,12.93,17.88
18.19,8.64,13.81,22.57,16.69,16.69,31.46,30.13
31.73,9.12,10.54,25.84,24.34,24.78,55.70,47.96
27.57,15.01,16.78,29.16,22.13,37.03,62.02,50.39
9.43,15.54,6.47,11.34,28.14,45.61,38.54,30.31
7.71,10.14,3.2,12.22,20.36,40.48,29.91,13.95
10.72,12.31,4.39,18.28,18.46,28.85,31.73,14.70
3.46,11.25,6.29,13.11,16.51,21.82,21.46,13.99
6.16,7.75,7.89,47.47,18.19,23.32,11.47,14.74
5.76,5.23,13.24,8.86,21.77,33.85,11.60,19.08
11.6,8.15,14.96,24.83,21.46,25.00,14.43,15.89
9.48,14.56,11.96,10.72,26.37,26.37,35.53,21.42
15.01,13.68,25.4,29.91,37.87,21.02,50.74,39.38
20.71,10.72,11.73,18.85,50.04,33.72,59.41,57.51
18.99,6.91,16.11,17.04,52.38,36.41,45.75,61.00
15.01,12.18,25.98,11.51,48.58,47.56,18.19,56.89
11.82,13.59,12.31,11.91,37.92,47.87,9.30,52.96
17.04,23.23,7.0,15.1,29.51,45.04,6.60,30.49
14.65,18.59,10.81,16.42,26.51,37.30,9.79,17.57
9.74,9.57,13.15,15.45,28.19,29.47,18.10,18.41
5.45,31.19,9.88,37.74,33.98,32.39,26.73,28.72
3.55,29.07,11.78,11.42,39.64,35.79,36.59,20.00
4.7,14.08,7.84,24.34,28.14,28.41,35.75,20.67
8.06,11.96,13.37,12.31,21.82,19.30,35.97,30.84
22.79,10.54,7.22,17.22,8.77,8.77,44.95,39.69
32.08,6.12,25.31,16.6,13.28,19.47,50.30,38.71
22.66,10.98,9.66,10.23,19.39,33.63,39.77,33.14
14.39,9.08,12.09,6.43,35.88,48.36,14.30,14.08
11.96,4.52,6.87,14.96,52.11,63.48,10.27,11.16
12.62,4.44,33.18,10.14,56.45,62.02,8.20,21.73
14.96,10.36,18.1,26.68,66.31,72.02,13.99,16.82
19.87,10.1,10.85,5.19,54.95,53.97,24.29,28.59
22.66,18.15,35.75,25.14,45.35,49.55,35.13,49.81
36.59,22.39,9.74,19.03,24.78,39.69,19.52,51.01
43.4,5.85,27.83,7.62,13.33,40.57,15.14,33.98
27.66,13.28,4.92,16.69,15.67,46.63,30.13,40.31
11.65,12.18,15.63,7.09,29.69,60.03,24.83,44.64
24.25,3.6,9.17,18.59,42.74,64.50,12.71,36.46
24.69,11.38,22.44,19.74,52.29,69.19,20.27,40.04
15.89,14.3,3.95,5.59,55.83,61.27,24.38,37.74
3.82,11.82,8.24,12.26,46.63,51.72,13.15,26.55
2.67,8.9,3.6,17.79,35.13,42.43,3.29,11.51
0.99,5.06,1.3,9.66,14.08,23.45,1.74,7.71
2.53,12.53,2.71,22.48,7.44,20.18,1.47,21.91
3.91,21.91,2.84,22.13,5.94,16.25,5.28,33.72
4.79,19.65,2.89,15.85,13.95,19.87,9.83,31.24
3.86,6.47,3.37,10.45,15.85,19.65,11.38,10.54
2.09,4.83,1.38,8.11,18.28,16.64,7.84,9.74
1.34,7.58,1.78,15.54,11.47,14.39,3.37,29.87
3.86,18.1,7.71,17.4,10.41,22.35,2.62,39.86
7.05,27.61,7.89,21.46,7.44,28.76,3.77,35.31
10.19,27.17,7.71,16.38,7.93,40.75,9.30,14.92
8.64,15.85,3.37,11.91,10.76,37.52,14.52,22.44
4.61,8.02,8.02,9.92,10.10,31.73,14.12,32.08
4.17,5.9,6.74,6.34,8.77,19.52,8.42,14.52
5.67,1.78,6.52,12.13,5.14,10.67,3.64,5.76
7.13,10.36,5.72,9.74,5.45,8.95,3.95,12.13
7.36,16.07,6.78,5.81,7.31,13.19,4.22,18.28
7.97,11.11,5.28,19.56,11.38,17.22,8.64,33.76
7.62,8.86,7.89,25.05,14.39,33.10,15.49,47.25
7.44,12.97,7.22,7.89,18.72,41.10,14.08,39.73
5.85,9.04,3.24,10.54,20.54,50.43,9.17,16.69
5.54,8.28,9.92,6.91,28.23,53.40,10.89,12.35
8.02,9.74,5.14,5.98,26.90,45.48,20.58,19.03
6.25,6.82,11.47,5.81,25.98,40.22,24.65,23.90
3.51,3.77,4.7,6.16,19.56,27.79,20.45,19.21
8.95,4.61,8.02,9.88,16.29,21.33,8.99,7.67
12.31,5.41,11.38,8.06,14.03,17.70,17.62,14.48
13.28,6.34,9.35,7.84,9.12,10.05,16.60,11.29
10.98,7.27,10.01,13.33,8.24,9.52,7.49,8.51
7.89,9.26,5.67,6.52,10.50,10.67,19.52,18.63
7.36,8.28,5.41,12.66,14.74,17.75,33.98,27.97
11.6,4.61,11.82,25.62,17.70,22.22,39.24,33.49
22.66,5.72,12.93,31.28,22.53,26.37,44.29,45.61
26.9,11.65,15.1,27.52,22.30,28.98,43.40,51.63
20.4,9.35,12.44,18.85,22.84,40.22,25.80,39.64
8.59,3.55,13.02,9.35,13.33,35.57,17.53,27.57
3.6,4.88,6.29,5.76,9.57,32.12,28.59,25.44
3.73,4.75,15.89,9.3,10.01,16.29,32.26,23.28
7.97,8.95,8.95,4.79,14.92,13.72,36.37,29.69
5.67,7.31,6.12,6.82,13.24,7.13,32.12,28.85
5.63,3.07,12.13,9.17,9.43,7.00,21.07,21.29
9.08,5.94,3.91,7.0,6.87,5.41,7.93,9.70
3.37,3.15,12.8,4.7,10.58,9.66,7.44,7.44
8.11,9.35,8.9,9.92,21.91,15.67,9.52,6.43
9.17,13.99,8.59,8.81,28.76,21.51,17.13,10.98
2.76,11.38,9.7,12.66,41.94,31.55,31.59,19.47
2.8,5.5,8.55,8.81,46.59,36.33,29.96,15.67
2.14,3.2,8.11,6.47,44.68,35.31,15.54,6.12
3.11,3.15,7.44,10.58,43.76,33.94,7.00,5.01
4.61,4.52,4.83,4.7,32.48,24.52,5.72,8.90
4.92,2.71,11.2,5.01,36.33,26.20,21.69,23.28
16.02,6.52,5.5,13.72,36.02,17.88,31.86,35.71
23.94,17.44,30.66,10.58,37.21,27.30,31.19,43.67
22.17,22.39,13.5,15.05,41.01,31.37,22.48,46.45
15.36,14.65,12.44,2.8,32.43,42.92,10.19,25.84
8.2,7.44,4.13,5.63,28.45,42.38,7.09,7.89
5.98,4.61,4.7,4.04,17.48,33.85,8.51,5.32
10.45,10.14,7.4,6.16,11.20,27.26,16.42,9.66
11.96,13.11,5.37,3.51,14.30,21.91,25.40,19.30
7.8,10.63,6.91,9.3,19.92,26.59,21.51,17.70
4.57,5.01,5.67,14.08,32.26,37.25,19.16,18.10
11.25,4.44,20.62,21.6,44.42,45.75,41.37,39.20
