"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,2.27,3.20,2.18,===,===,1.25,===,===
0.250,1.30,1.96,2.18,7.89,===,2.14,3.64,===
0.375,3.82,2.67,6.29,7.53,27.17,5.14,7.27,9.61
0.500,10.36,7.49,11.87,10.54,30.84,10.85,13.81,9.48
0.625,22.08,8.68,15.94,8.68,40.84,10.54,32.21,10.72
0.750,22.08,14.43,30.44,20.98,44.07,5.59,44.37,17.04
0.875,5.32,13.95,36.37,39.07,35.93,12.57,31.02,33.98
1.000,7.49,8.15,21.91,42.47,23.81,6.52,11.29,40.48
1.125,9.26,9.17,3.37,19.96,12.80,3.37,9.70,41.10
1.250,5.54,10.67,2.89,7.18,14.03,3.15,7.36,25.22
1.375,7.44,5.32,7.80,6.87,19.56,5.63,10.94,18.55
1.500,9.04,7.00,6.87,4.39,23.90,6.34,5.19,11.16
1.625,9.39,5.19,3.95,12.40,24.78,7.05,14.96,11.91
1.750,15.10,9.83,5.59,16.69,31.24,10.01,16.42,14.96
1.875,11.65,4.57,2.76,17.26,31.50,9.70,10.54,18.50
2.000,9.66,9.79,7.89,15.98,35.44,4.75,8.59,22.57
2.125,6.60,8.90,10.14,11.96,36.37,9.61,9.79,27.08
2.250,6.21,5.94,7.89,10.01,33.67,12.93,9.39,22.75
2.375,8.15,2.98,4.30,14.61,37.25,9.74,12.26,18.10
2.500,4.70,8.46,8.64,21.77,29.87,2.62,18.50,9.70
2.625,11.20,7.05,10.41,19.52,28.14,3.82,17.09,8.86
2.750,4.92,3.02,6.74,11.20,18.01,5.32,9.26,12.84
2.875,4.70,2.76,1.43,3.86,13.37,5.63,4.08,14.83
3.000,1.34,1.38,1.69,2.18,8.24,2.89,4.66,15.41
3.125,1.78,1.65,0.94,1.25,4.70,1.43,2.71,11.96
3.250,2.00,2.45,1.92,2.98,3.77,1.16,1.52,8.37
3.375,1.34,1.61,2.93,4.66,7.58,2.27,3.33,6.91
3.500,3.64,6.60,3.86,12.13,8.90,3.60,11.34,5.14
3.625,1.52,1.92,4.88,13.72,9.66,10.05,14.48,7.00
3.750,5.98,1.34,3.91,10.67,4.48,12.40,13.77,11.91
3.875,3.73,3.55,3.37,7.44,3.46,10.36,12.62,13.68
4.000,6.03,2.14,2.36,5.59,2.89,7.80,15.41,15.85
4.125,8.33,3.68,1.43,4.13,3.37,9.26,16.47,10.54
4.250,1.87,1.69,1.30,1.83,2.71,8.73,7.97,8.42
