"Time","beta L","beta R","alpha R","theta R","delta R","alpha L","theta L","delta L"
"sec.","A","B","B","B","B","A","A","A"
0.125,1.47,7.97,2.09,===,===,1.07,===,===
0.250,2.62,2.40,1.74,6.29,===,1.83,2.31,===
0.375,3.42,3.60,3.02,6.91,6.91,3.42,5.54,4.35
0.500,11.11,8.73,6.21,18.55,8.51,6.12,13.41,9.57
0.625,8.81,6.43,9.12,23.90,7.71,9.08,16.55,10.50
0.750,7.44,16.47,10.14,21.51,11.16,8.81,13.90,16.11
0.875,15.01,8.51,8.15,14.52,10.32,5.76,8.73,13.81
1.000,7.93,8.99,6.52,8.02,12.97,2.31,5.54,16.20
1.125,8.64,15.58,6.47,7.71,11.60,3.46,8.06,10.36
1.250,5.90,5.81,4.44,9.04,13.72,5.06,11.07,8.46
1.375,8.46,20.49,5.14,10.50,15.36,5.14,9.70,5.54
1.500,12.13,11.16,8.42,10.85,21.77,6.47,7.05,7.93
1.625,8.81,10.67,7.44,8.20,22.04,4.88,3.42,10.76
1.750,19.70,11.51,6.16,10.58,19.96,5.94,6.03,12.80
1.875,18.90,16.78,2.36,9.17,12.66,5.01,8.64,12.18
2.000,9.08,6.47,3.29,4.04,8.28,2.89,10.41,11.51
2.125,3.86,8.55,4.17,4.52,5.23,2.40,6.47,7.67
2.250,5.94,8.95,2.31,10.50,3.11,3.02,6.12,7.71
2.375,14.52,15.98,6.03,16.51,5.01,4.39,15.89,5.50
2.500,12.09,12.93,6.47,16.55,7.36,5.94,15.89,5.45
2.625,10.27,16.07,6.16,10.54,10.10,5.63,8.77,5.32
2.750,10.36,20.93,6.29,6.56,11.03,5.37,5.37,6.52
2.875,5.81,8.59,7.22,5.76,10.23,2.76,4.04,8.81
3.000,8.46,24.91,6.96,8.15,8.37,2.45,6.69,7.97
3.125,4.66,15.23,5.14,8.68,6.65,4.88,7.18,6.43
3.250,8.46,8.86,3.82,4.30,6.56,6.60,5.32,4.13
3.375,12.09,14.03,3.42,2.98,7.18,3.86,4.30,2.93
3.500,6.29,5.14,7.49,5.37,7.89,3.99,3.42,3.60
3.625,10.23,7.00,11.29,9.57,6.47,5.63,5.06,5.06
3.750,6.43,2.31,10.36,11.16,6.56,3.29,9.61,6.65
3.875,12.44,3.33,7.05,7.22,5.50,4.52,11.91,8.42
4.000,14.52,3.15,3.51,3.46,8.95,3.86,10.63,12.04
4.125,14.70,1.92,5.37,6.91,9.74,5.01,8.59,14.65
4.250,5.54,3.07,10.54,8.51,11.96,8.42,9.96,14.61
4.375,2.62,6.69,12.49,5.59,14.26,7.93,8.46,13.46
4.500,8.77,15.01,7.89,8.51,21.20,2.93,12.84,13.37
4.625,4.57,3.64,6.16,13.55,27.13,6.38,21.42,17.84
4.750,11.11,12.75,6.16,19.65,34.73,7.62,24.29,24.52
4.875,14.43,9.12,3.29,25.31,38.18,6.12,19.56,34.16
5.000,7.93,12.62,7.89,16.73,33.89,7.53,10.58,32.12
5.125,8.46,9.48,17.75,4.04,26.64,11.78,5.63,28.67
5.250,6.34,15.85,20.80,3.73,14.56,15.98,6.52,13.11
